采集时间,数据条数,工作电压,平均风速,风向,降雨量,平均温度,湿度,气压,总辐射,总辐射累计量,日照时数,土壤水分,土壤温度,土壤介电常数,土壤电导率,土壤水分,土壤温度,土壤介电常数,土壤电导率,土壤水分,土壤温度,土壤介电常数,土壤电导率
2020/1/21 9:00,5122,12.66727,0.102,229.1,0,0.283,78.87,1010,16.65,0.03,0.5,35.12166,3.398333,21.10167,0.5,24.87833,4.699999,13.30167,0.3,16.25833,5.599999,8.356666,0.2
2020/1/21 9:30,5123,12.67742,0.043,194.1,0,1.037,76.46,1010,26.67,0.048,0.5,35.13166,3.341667,21.095,0.5,24.88667,4.699999,13.30167,0.3,16.25833,5.599999,8.361667,0.2
2020/1/21 10:00,5124,12.68011,0.16,277.5,0,1.418,75.17,1010,27.07,0.049,0.5,35.12166,3.3,21.09833,0.5,24.865,4.699999,13.29167,0.3,16.24833,5.599999,8.351666,0.2
2020/1/21 10:30,5125,12.69784,1.054,270.2,0,1.597,76.47,1011,39.15,0.07,0.5,35.12833,3.3,21.1,0.5,24.84333,4.695,13.28667,0.3,16.225,5.599999,8.343333,0.2
2020/1/21 11:00,5126,12.69784,0.816,282.7,0,1.975,72.82,1011,51.3,0.092,0.5,35.12166,3.3,21.09333,0.5,24.845,4.655,13.28667,0.3,16.16833,5.599999,8.311666,0.2
2020/1/21 11:30,5127,12.70579,0.439,211.4,0,2.45,67.35,1010,43.25,0.078,0.5,35.12,3.263333,21.09833,0.5,24.82833,4.614999,13.28333,0.3,16.195,5.599999,8.331667,0.2
2020/1/21 12:00,5128,12.72564,0.491,159.2,0,3.128,58.69,1010,63.52,0.114,0.5,35.11333,3.201667,21.09333,0.5,24.84333,4.599999,13.285,0.3,16.15167,5.599999,8.309999,0.2
2020/1/21 12:30,5129,12.79117,0.364,143.3,0,3.525,55.2,1009,67.19,0.121,0.5,35.12166,3.198333,21.095,0.5,24.87667,4.599999,13.305,0.3,16.10833,5.599999,8.28,0.2
2020/1/21 13:00,5130,12.81954,0.087,156.7,0,4.352,53.92,1008,98.3,0.177,0.5,35.11,3.2,21.09167,0.5,24.9,4.599999,13.31333,0.3,16.195,5.599999,8.326666,0.2
2020/1/21 13:30,5131,12.77992,0.496,254.5,0,4.263,55.19,1008,61.12,0.11,0.5,35.105,3.2,21.09,0.5,24.895,4.599999,13.315,0.3,16.17833,5.598333,8.32,0.2
2020/1/21 14:00,5132,12.77992,1.302,301,0,3.982,58.88,1008,47.18,0.085,0.5,35.10833,3.2,21.08667,0.5,24.875,4.599999,13.305,0.3,16.12,5.598333,8.283333,0.2
2020/1/21 14:30,5133,12.77016,1.519,248.7,0,3.687,60.62,1007,48.39,0.087,0.5,35.10667,3.228333,21.08833,0.5,24.82,4.599999,13.27667,0.3,16.19333,5.59,8.326666,0.2
2020/1/21 15:00,5134,12.75898,0.883,162.2,0,3.783,59.84,1007,52.26,0.094,0.5,35.09999,3.298333,21.08833,0.5,24.84,4.595,13.28333,0.3,16.12,5.588333,8.29,0.2
2020/1/21 15:30,5135,12.73254,0.059,262.4,0,4.26,58.62,1007,39.72,0.071,0.5,35.10667,3.3,21.08,0.5,24.83833,4.548333,13.28833,0.3,16.20667,5.583333,8.339999,0.2
2020/1/21 16:00,5136,12.68788,0.019,241.5,0,4.512,57.42,1007,31.28,0.056,0.5,35.10333,3.333333,21.09,0.5,24.82667,4.515,13.28,0.3,16.215,5.566666,8.335,0.2
2020/1/21 16:30,5137,12.6484,0.003,229.4,0,4.4,58.25,1007,16.57,0.03,0.5,35.10167,3.4,21.07833,0.5,24.87667,4.501666,13.30167,0.3,16.265,5.559999,8.356666,0.2
2020/1/21 17:00,5138,12.62998,0.128,158.3,0,4.295,59.36,1007,7.7,0.014,0.5,35.10333,3.4,21.07166,0.5,24.86666,4.5,13.29333,0.3,16.34167,5.555,8.393332,0.2
2020/1/21 17:30,5139,12.61973,0.626,158,0,4.023,61.49,1007,4.017,0.007,0.5,35.09999,3.45,21.08167,0.5,24.88,4.5,13.30333,0.3,16.32833,5.55,8.393332,0.2
2020/1/21 18:00,5140,12.60686,0.468,134.8,0,3.86,63.25,1007,0.233,0,0.5,35.10167,3.498333,21.07667,0.5,24.87333,4.5,13.295,0.3,16.33,5.561666,8.391666,0.2
2020/1/21 18:30,5141,12.60781,0.319,137.3,0,3.733,65.69,1007,-0.421,-0.001,0.5,35.10333,3.505,21.07333,0.5,24.88166,4.5,13.30667,0.3,16.32667,5.555,8.389999,0.2
2020/1/21 19:00,5142,12.62207,0.156,221.8,0,3.305,69.15,1007,-0.943,-0.002,0.5,35.10667,3.556667,21.075,0.5,24.86833,4.5,13.29667,0.3,16.34667,5.546667,8.4,0.2
2020/1/21 19:30,5143,12.61962,0.049,148.7,0,2.692,74.3,1008,-0.487,-0.001,0.5,35.10167,3.6,21.08,0.5,24.88,4.5,13.31,0.3,16.29667,5.533333,8.37,0.2
2020/1/21 20:00,5144,12.6139,0.001,258,0,2.518,76.3,1008,-0.64,-0.001,0.5,35.09666,3.6,21.05833,0.5,24.87167,4.5,13.30167,0.3,16.36833,5.55,8.416666,0.2
2020/1/21 20:30,5145,12.61416,0.237,262.8,0,2.307,75.98,1008,-0.813,-0.001,0.5,35.09999,3.6,21.075,0.5,24.87833,4.5,13.305,0.3,16.31833,5.551666,8.388333,0.2
2020/1/21 21:00,5146,12.61059,0.032,168.4,0,1.682,80.1,1008,-0.124,0,0.5,35.09999,3.6,21.06,0.5,24.87833,4.5,13.30333,0.3,16.27833,5.538333,8.366666,0.2
2020/1/21 21:30,5147,12.60365,0.383,279.4,0,1.918,78.57,1009,0.321,0.001,0.5,35.09999,3.6,21.065,0.5,24.86,4.5,13.29833,0.3,16.28833,5.55,8.37,0.2
2020/1/21 22:00,5148,12.60365,0.092,281.6,0,2.153,77.48,1008,-0.183,0,0.5,35.09999,3.6,21.06667,0.5,24.875,4.5,13.3,0.3,16.33833,5.538333,8.398333,0.2
2020/1/21 22:30,5149,12.59738,0.387,271.9,0,1.988,77.91,1009,-0.587,-0.001,0.5,35.09999,3.6,21.065,0.5,24.87667,4.5,13.30833,0.3,16.28333,5.523333,8.37,0.2
2020/1/21 23:00,5150,12.59738,0.018,267.4,0,1.563,78.24,1009,-2.433,-0.004,0.5,35.09999,3.6,21.05333,0.5,24.89166,4.5,13.30833,0.3,16.23833,5.516666,8.344999,0.2
2020/1/21 23:30,5151,12.59338,0.294,284.5,0,-0.027,84.4,1009,-2.045,-0.004,0.5,35.09999,3.6,21.05333,0.5,24.87333,4.5,13.30333,0.3,16.25333,5.513333,8.356666,0.2
2020/1/22 0:00,5152,12.59462,0.833,279.5,0,-0.022,83.5,1009,-0.813,-0.001,0.5,35.10167,3.6,21.05833,0.5,24.86666,4.5,13.30167,0.3,16.23167,5.508333,8.344999,0.2
2020/1/22 0:30,5153,12.59052,0.873,289.7,0,-0.082,83.5,1009,-1.375,-0.002,0.5,35.09999,3.6,21.05667,0.5,24.88,4.5,13.30167,0.3,16.24833,5.511666,8.349999,0.2
2020/1/22 1:00,5154,12.58767,0.851,274.8,0,-0.255,83.6,1009,-0.894,-0.002,0.5,35.09833,3.6,21.05333,0.5,24.87333,4.5,13.29833,0.3,16.235,5.5,8.348333,0.2
2020/1/22 1:30,5155,12.58056,0.467,292.4,0,-0.178,82.1,1008,-1.455,-0.003,0.5,35.09833,3.568333,21.04,0.5,24.89,4.5,13.30833,0.3,16.23833,5.5,8.344999,0.2
2020/1/22 2:00,5156,12.57491,0.402,301.2,0,-0.812,84,1008,-1.718,-0.003,0.5,35.10167,3.505,21.04833,0.5,24.885,4.5,13.30833,0.3,16.16667,5.5,8.315,0.2
2020/1/22 2:30,5157,12.57491,1.074,285.8,0,-0.485,83.1,1007,-0.715,-0.001,0.5,35.09833,3.5,21.03833,0.5,24.90167,4.5,13.31333,0.3,16.185,5.5,8.325,0.2
2020/1/22 3:00,5158,12.57598,0.82,293.4,0,-0.315,82.4,1007,-1.566,-0.003,0.5,35.09999,3.486667,21.02833,0.5,24.905,4.5,13.315,0.3,16.185,5.5,8.321667,0.2
2020/1/22 3:30,5159,12.57221,0.689,267,0,-0.355,83.4,1007,-1.387,-0.002,0.5,35.09833,3.41,21.035,0.5,24.90167,4.5,13.32333,0.3,16.2,5.5,8.33,0.2
2020/1/22 4:00,5160,12.57073,0.212,262.8,0,-0.777,84.6,1006,-1.692,-0.003,0.5,35.09999,3.4,21.04,0.5,24.88667,4.5,13.31,0.3,16.165,5.5,8.309999,0.2
2020/1/22 4:30,5161,12.5711,0.042,110.5,0,-1.447,87.2,1006,-1.56,-0.003,0.5,35.09999,3.398333,21.03167,0.5,24.90167,4.5,13.32167,0.3,16.17,5.5,8.316667,0.2
2020/1/22 5:00,5162,12.56289,0.001,120.8,0,-2.518,88.2,1005,-1.98,-0.004,0.5,35.09999,3.356667,21.03,0.5,24.885,4.5,13.31,0.3,16.12833,5.5,8.296666,0.2
2020/1/22 5:30,5163,12.56482,0,193.4,0,-2.67,89.8,1004,-1.251,-0.002,0.5,35.09999,3.306667,21.04167,0.5,24.905,4.5,13.31667,0.3,16.13667,5.5,8.299999,0.2
2020/1/22 6:00,5164,12.55654,1.082,217.1,0,-2.027,88.2,1005,-0.797,-0.001,0.5,35.09999,3.3,21.025,0.5,24.88833,4.5,13.30833,0.3,16.12667,5.5,8.293333,0.2
2020/1/22 6:30,5165,12.5601,0.468,201.9,0,-1.797,85.2,1006,-2.053,-0.004,0.5,35.09833,3.298333,21.02167,0.5,24.90167,4.5,13.31833,0.3,16.16333,5.5,8.309999,0.2
2020/1/22 7:00,5166,12.55327,0.013,168.1,0,-2.585,88.1,1006,-1.625,-0.003,0.5,35.09666,3.243333,21.01333,0.5,24.885,4.5,13.30667,0.3,16.195,5.5,8.328333,0.2
2020/1/22 7:30,5167,12.55194,0.234,224.5,0,-2.775,88.5,1006,-0.464,-0.001,0.5,35.09833,3.198333,21.02,0.5,24.89166,4.5,13.31167,0.3,16.12667,5.5,8.293333,0.2
2020/1/22 8:00,5168,12.53957,0.652,271.2,0,-1.933,86.6,1007,5.372,0.01,0.5,35.09999,3.186667,21.01833,0.5,24.89,4.5,13.30667,0.3,16.08333,5.5,8.273334,0.2
2020/1/22 8:30,5169,12.55712,0.366,189.8,0,-1.303,85.7,1007,25.1,0.045,0.5,35.09999,3.108333,21.02167,0.5,24.87333,4.5,13.30333,0.3,16.23333,5.5,8.348332,0.2
2020/1/22 9:00,5170,12.63445,0.21,169.5,0,-0.698,86.9,1008,58.29,0.105,0.5,35.10167,3.1,21.02333,0.5,24.805,4.498333,13.27,0.3,16.16,5.5,8.308332,0.2
2020/1/22 9:30,5171,12.77577,0.032,104,0,1.073,83.6,1009,77.21,0.139,0.5,35.09999,3.1,21.02,0.5,24.835,4.488333,13.28833,0.3,16.2,5.5,8.331667,0.2
2020/1/22 10:00,5172,12.90307,0.044,223.9,0,2.542,79.3,1009,92.1,0.166,0.5,35.09833,3.081666,21.015,0.5,24.795,4.456666,13.27,0.3,16.21667,5.5,8.339999,0.2
2020/1/22 10:30,5173,13.02503,0.489,211.6,0,3.63,77.35,1009,135.7,0.244,0.5,35.09999,3.013333,21.02333,0.5,24.81167,4.43,13.27167,0.3,16.13833,5.5,8.293333,0.2
2020/1/22 11:00,5174,13.16824,2.217,260.7,0,4.952,73.18,1010,143.3,0.258,0.5,35.09999,3,21.01667,0.5,24.81167,4.406667,13.27167,0.3,16.18167,5.5,8.318333,0.2
2020/1/22 11:30,5175,13.03849,2.505,272.6,0,5.293,70.67,1010,107.9,0.194,0.5,35.09666,3,21.015,0.5,24.795,4.401666,13.265,0.3,16.20667,5.498333,8.335,0.2
2020/1/22 12:00,5176,13.03593,1.623,269.2,0,5.92,68.23,1009,110.4,0.199,0.5,35.09666,2.975,21.01667,0.5,24.77667,4.4,13.25333,0.3,16.18167,5.5,8.323333,0.2
2020/1/22 12:30,5177,12.98077,1.542,294.5,0,6.12,66.25,1009,96,0.173,0.5,35.09833,2.961667,21.01167,0.5,24.78167,4.4,13.25833,0.3,16.14833,5.5,8.303333,0.2
2020/1/22 13:00,5178,13.0511,2.449,297.3,0,6.018,65.05,1008,116.4,0.21,0.5,35.09,2.961667,21.00666,0.5,24.79833,4.4,13.26667,0.3,16.14167,5.5,8.301666,0.2
2020/1/22 13:30,5179,13.09993,2.887,290.5,0,6.1,65.06,1008,125.6,0.226,0.5,35.08666,2.993333,21.005,0.5,24.82,4.4,13.27833,0.3,16.11833,5.5,8.288333,0.2
2020/1/22 14:00,5180,13.09644,2.432,285.1,0,6.413,65.25,1007,115.7,0.208,0.5,35.08,3.005,21.01167,0.5,24.795,4.4,13.26333,0.3,16.12333,5.498333,8.293333,0.2
2020/1/22 14:30,5181,13.06668,2.482,288.5,0,6.572,64.67,1007,107.7,0.194,0.5,35.08,3.083333,21.00167,0.5,24.79,4.4,13.26167,0.3,16.12333,5.498333,8.291666,0.2
2020/1/22 15:00,5182,13.06048,1.41,282.1,0,6.977,63.32,1006,116.5,0.21,0.5,35.07,3.111666,21.00167,0.5,24.79166,4.398333,13.26667,0.3,16.16667,5.491667,8.308332,0.2
2020/1/22 15:30,5183,13.20567,0.6,238.2,0,7.785,60.72,1006,131.1,0.236,0.5,35.055,3.21,21.00167,0.5,24.775,4.386666,13.25667,0.3,16.14667,5.49,8.298333,0.2
2020/1/22 16:00,5184,13.09441,0.588,226.8,0,8.12,58.51,1006,97.9,0.176,0.5,35.05833,3.293333,21.00167,0.5,24.76167,4.361666,13.24833,0.3,16.14,5.468333,8.304999,0.2
2020/1/22 16:30,5185,13.00443,0.207,146.4,0,8.32,57.24,1006,83.4,0.15,0.5,35.045,3.348333,21,0.5,24.76167,4.34,13.24667,0.3,16.15333,5.466667,8.304999,0.2
2020/1/22 17:00,5186,12.91903,0.534,108.6,0,7.788,59.81,1006,48.64,0.088,0.5,35.03667,3.408333,21,0.5,24.74,4.328333,13.23333,0.3,16.22667,5.436666,8.343333,0.2
2020/1/22 17:30,5187,12.79209,0.676,91.2,0,6.842,64.35,1006,19.75,0.036,0.5,35.03833,3.506667,21,0.5,24.79333,4.315,13.26167,0.3,16.10333,5.436666,8.283333,0.2
2020/1/22 18:00,5188,12.71492,0.079,154.2,0,5.525,70.94,1007,1.541,0.003,0.5,35.02833,3.596667,20.99833,0.5,24.72833,4.321666,13.23333,0.3,16.18167,5.425,8.32,0.2
2020/1/22 18:30,5189,12.70943,0.13,323.4,0,4.005,77.39,1007,-2.634,-0.005,0.5,35.03167,3.656667,21,0.5,24.755,4.313333,13.24667,0.3,16.23,5.406667,8.348333,0.2
2020/1/22 19:00,5190,12.68998,0.046,246.4,0,2.107,82.1,1008,-2.411,-0.004,0.5,35.04166,3.7,20.99833,0.5,24.75167,4.345,13.245,0.3,16.23167,5.403333,8.346666,0.2
2020/1/22 19:30,5191,12.67218,0,224.5,0,1.26,86.7,1008,-1.52,-0.003,0.5,35.03667,3.755,20.99833,0.5,24.75333,4.36,13.24833,0.3,16.26667,5.4,8.366666,0.2
2020/1/22 20:00,5192,12.65935,0,278.1,0,0.695,87.7,1008,-1.629,-0.003,0.5,35.02833,3.8,21,0.5,24.76167,4.39,13.24833,0.3,16.27333,5.4,8.366666,0.2
2020/1/22 20:30,5193,12.64655,0,249.8,0,-0.142,88.5,1009,-1.357,-0.002,0.5,35.03167,3.8,20.99667,0.5,24.775,4.4,13.25333,0.3,16.28333,5.4,8.37,0.2
2020/1/22 21:00,5194,12.63399,0.11,156.5,0,-0.017,89.7,1009,-1.116,-0.002,0.5,35.01833,3.8,20.99833,0.5,24.76167,4.4,13.25,0.3,16.24333,5.4,8.355,0.2
2020/1/22 21:30,5195,12.6217,0,295,0,-0.732,89,1009,-1.711,-0.003,0.5,35.02333,3.798333,20.99833,0.5,24.76833,4.4,13.24667,0.3,16.28333,5.4,8.376666,0.2
2020/1/22 22:00,5196,12.61084,0,216.1,0,-1.23,90.1,1009,-1.321,-0.002,0.5,35.02333,3.788333,21,0.5,24.79833,4.4,13.26667,0.3,16.33667,5.4,8.398333,0.2
2020/1/22 22:30,5197,12.59943,0,75.49,0,-1.487,90.7,1009,-1.061,-0.002,0.5,35.01833,3.71,20.99833,0.5,24.78833,4.4,13.255,0.3,16.27833,5.4,8.365,0.2
2020/1/22 23:00,5198,12.5913,0.011,114.7,0,-1.648,90.9,1009,-1.259,-0.002,0.5,35.02666,3.7,20.99833,0.5,24.805,4.4,13.27333,0.3,16.21667,5.4,8.33,0.2
2020/1/22 23:30,5199,12.58278,0.189,128.4,0,-1.735,91.2,1009,-1.046,-0.002,0.5,35.03667,3.7,21,0.5,24.79333,4.403333,13.26667,0.3,16.255,5.4,8.353333,0.2
2020/1/23 0:00,5200,12.57501,0.14,235.1,0,-1.828,91.1,1009,-1.595,-0.003,0.5,35.015,3.646667,21,0.5,24.81167,4.415,13.27,0.3,16.2,5.4,8.331666,0.2
2020/1/23 0:30,5201,12.56333,0.61,296.8,0,-2.272,91.6,1009,-0.733,-0.001,0.5,35.01666,3.6,20.99667,0.5,24.83333,4.428333,13.28667,0.3,16.17,5.4,8.318333,0.2
2020/1/23 1:00,5202,12.56295,0.11,241.7,0,-1.998,91.4,1009,-1.394,-0.003,0.5,35.02,3.6,20.99,0.5,24.84667,4.451666,13.28833,0.3,16.11833,5.4,8.285,0.2
2020/1/23 1:30,5203,12.55702,0.416,290.3,0,-2.31,91.1,1009,-1.192,-0.002,0.5,35.02333,3.543333,20.99833,0.5,24.84833,4.46,13.28333,0.3,16.19833,5.4,8.326666,0.2
2020/1/23 2:00,5204,12.55386,0.547,275.4,0,-1.793,92.1,1009,-0.802,-0.001,0.5,35.01,3.5,21.00167,0.5,24.82333,4.473333,13.27667,0.3,16.175,5.4,8.315,0.2
2020/1/23 2:30,5205,12.54551,0.551,282.2,0,-1.522,91.1,1009,-1.822,-0.003,0.5,35.00666,3.48,20.99667,0.5,24.82833,4.485,13.27833,0.3,16.14667,5.4,8.296666,0.2
2020/1/23 3:00,5206,12.54579,0.237,298.6,0,-1.725,91.4,1008,-1.701,-0.003,0.5,35.00666,3.405,20.99833,0.5,24.83,4.491667,13.27667,0.3,16.07167,5.4,8.263333,0.2
2020/1/23 3:30,5207,12.54226,0.451,265.7,0,-1.968,92,1009,-1.718,-0.003,0.5,35.01167,3.4,20.99833,0.5,24.815,4.496666,13.27667,0.3,16.05167,5.4,8.255,0.2
2020/1/23 4:00,5208,12.539,0.909,270.5,0,-1.683,92.8,1009,-1.141,-0.002,0.5,35.00333,3.383333,20.99833,0.5,24.78833,4.49,13.26167,0.3,16.07333,5.4,8.266666,0.2
2020/1/23 4:30,5209,12.53413,0.267,263,0,-1.395,91.6,1009,-2.254,-0.004,0.5,35.015,3.306667,21,0.5,24.80667,4.481667,13.26333,0.3,16.04167,5.4,8.246667,0.2
2020/1/23 5:00,5210,12.53559,0.114,197.8,0,-1.693,92.3,1009,-1.649,-0.003,0.5,35.00333,3.3,20.99667,0.5,24.78666,4.465,13.26333,0.3,16.07,5.4,8.265,0.2
2020/1/23 5:30,5211,12.53347,0.231,85.5,0,-2.38,91.9,1009,-1.917,-0.003,0.5,35.00666,3.285,20.99333,0.5,24.8,4.445,13.26833,0.3,16.01333,5.4,8.238333,0.2
2020/1/23 6:00,5212,12.53045,0.211,100.4,0,-3.067,91.4,1009,-2.007,-0.004,0.5,35.005,3.225,20.99333,0.5,24.78,4.436666,13.255,0.3,16.02667,5.4,8.245,0.2
2020/1/23 6:30,5213,12.5246,0,125.3,0,-3.243,91.7,1009,-1.403,-0.003,0.5,35.00666,3.2,20.99333,0.5,24.76833,4.425,13.25333,0.3,16.02333,5.4,8.245,0.2
2020/1/23 7:00,5214,12.52647,0.263,217.6,0,-3.717,91.1,1009,-1.596,-0.003,0.5,35.005,3.156667,20.98833,0.5,24.78167,4.418333,13.255,0.3,16.055,5.4,8.253333,0.2
2020/1/23 7:30,5215,12.52422,0.128,134,0,-3.635,91.3,1010,-1.196,-0.002,0.5,35.01,3.1,20.99667,0.5,24.76333,4.401666,13.25333,0.3,16.02833,5.4,8.245,0.2
2020/1/23 8:00,5216,12.51207,0.224,241.6,0,-3.61,91.5,1010,3.439,0.006,0.5,35.005,3.1,20.97833,0.5,24.765,4.4,13.255,0.3,16.065,5.4,8.255,0.2
2020/1/23 8:30,5217,12.52862,0.261,293.7,0,-3.2,91.7,1010,18.36,0.033,0.5,35.005,3.096667,20.99166,0.5,24.81833,4.4,13.28,0.3,16.145,5.4,8.304999,0.2
2020/1/23 9:00,5218,12.58663,0.112,268.8,0,-2.27,91.6,1010,37.62,0.068,0.5,35.00333,3.031667,20.98833,0.5,24.76833,4.4,13.25167,0.3,16.26333,5.4,8.366666,0.2
2020/1/23 9:30,5219,12.70994,0.643,240.4,0,-0.417,91.6,1011,63.66,0.115,0.5,35,3,20.98667,0.5,24.77,4.4,13.255,0.3,16.2,5.4,8.328333,0.2
2020/1/23 10:00,5220,12.89007,0.897,225.2,0,1.145,90.3,1011,98,0.176,0.5,35.00166,2.998333,20.98833,0.5,24.73833,4.4,13.23333,0.3,16.15667,5.4,8.311666,0.2
2020/1/23 10:30,5221,13.12558,0.715,214.3,0,2.892,85.9,1011,140.5,0.253,0.5,35,2.953333,20.99,0.5,24.75167,4.4,13.235,0.3,16.15833,5.4,8.303333,0.2
2020/1/23 11:00,5222,13.27234,0.864,133.4,0,4.408,80.1,1011,162.3,0.292,0.5,34.99833,2.943333,20.98333,0.5,24.77,4.4,13.25,0.3,16.095,5.4,8.278333,0.2
2020/1/23 11:30,5223,13.04686,0.717,95.1,0,4.863,79.42,1011,149.8,0.27,0.5,35.00166,2.916667,20.97667,0.5,24.745,4.396667,13.24,0.3,16.16166,5.4,8.311666,0.2
2020/1/23 12:00,5224,13.07204,0.187,157.7,0,6.327,74.05,1012,143.9,0.259,0.5,35.005,2.9,20.98,0.5,24.74667,4.386666,13.24333,0.3,16.17167,5.4,8.311666,0.2
2020/1/23 12:30,5225,13.1613,0.705,186.5,0,6.708,71.84,1011,133,0.239,0.5,35.00166,2.898333,20.96833,0.5,24.745,4.355,13.23667,0.3,16.15667,5.4,8.308332,0.2
2020/1/23 13:00,5226,13.18467,1.772,295.4,0,6.563,72.36,1011,155.5,0.28,0.5,35,2.9,20.98,0.5,24.76333,4.32,13.25,0.3,16.10833,5.4,8.275,0.2
2020/1/23 13:30,5227,13.01562,1.974,314.1,0,6.643,72.72,1011,123.2,0.222,0.5,35,2.891667,20.97667,0.5,24.755,4.3,13.24667,0.3,16.155,5.4,8.308332,0.2
2020/1/23 14:00,5228,13.06752,1.502,268.9,0,6.558,71.87,1011,105,0.189,0.5,35.00166,2.898333,20.95833,0.5,24.75,4.3,13.23833,0.3,16.11666,5.4,8.29,0.2
2020/1/23 14:30,5229,13.05356,1.019,283.7,0,6.667,71,1011,92.9,0.167,0.5,35.00333,2.94,20.95,0.5,24.71833,4.3,13.22333,0.3,16.15667,5.4,8.306666,0.2
2020/1/23 15:00,5230,13.06412,0.436,252.5,0,7.222,69.05,1010,107.4,0.193,0.5,35.00166,2.995,20.95,0.5,24.75333,4.3,13.24333,0.3,16.13167,5.398333,8.296666,0.2
2020/1/23 15:30,5231,13.02542,0.671,98.5,0,7.392,68,1011,79.45,0.143,0.5,35,3.081666,20.94166,0.5,24.75167,4.3,13.24667,0.3,16.15167,5.4,8.299999,0.2
2020/1/23 16:00,5232,12.94925,1.272,89.7,0,7.233,68.11,1011,63.87,0.115,0.5,35,3.136667,20.93667,0.5,24.695,4.296667,13.21333,0.3,16.12167,5.4,8.286666,0.2
2020/1/23 16:30,5233,12.85145,1.099,86.5,0,7.268,67.81,1011,39.77,0.072,0.5,34.99833,3.243333,20.935,0.5,24.75167,4.288333,13.24,0.3,16.20167,5.4,8.33,0.2
2020/1/23 17:00,5234,12.76133,1.399,97.5,0,7.155,69.33,1011,20.47,0.037,0.5,34.99833,3.3,20.94333,0.5,24.745,4.276667,13.24167,0.3,16.135,5.398333,8.291666,0.2
2020/1/23 17:30,5235,12.71016,1.763,98.3,0,6.625,72.1,1011,5.628,0.01,0.5,35.00166,3.398333,20.94666,0.5,24.68833,4.266667,13.205,0.3,16.18333,5.4,8.318333,0.2
2020/1/23 18:00,5236,12.68498,1.27,90.7,0,6.145,73.34,1011,-0.217,0,0.5,35,3.455,20.945,0.5,24.675,4.256667,13.20667,0.3,16.23167,5.4,8.344999,0.2
2020/1/23 18:30,5237,12.68538,0.803,64.33,0,5.418,77.06,1012,-1.177,-0.002,0.5,35.00166,3.508333,20.94333,0.5,24.68667,4.253333,13.205,0.3,16.225,5.398333,8.346666,0.2
2020/1/23 19:00,5238,12.6716,1.08,81.3,0,5.048,78.84,1012,-0.608,-0.001,0.5,34.99833,3.598333,20.93333,0.5,24.68333,4.273333,13.20667,0.3,16.25833,5.398333,8.355,0.2
2020/1/23 19:30,5239,12.65802,0.665,108.7,0,4.973,80.2,1013,-0.576,-0.001,0.5,35,3.6,20.95333,0.5,24.72,4.285,13.23167,0.3,16.25667,5.398333,8.355,0.2
2020/1/23 20:00,5240,12.64346,0.72,131.1,0,4.733,81.9,1014,-0.843,-0.002,0.5,35,3.615,20.935,0.5,24.73833,4.288333,13.24167,0.3,16.29833,5.393333,8.376666,0.2
2020/1/23 20:30,5241,12.63287,0.827,64.18,0,4.042,84.9,1014,-1.596,-0.003,0.5,35,3.688333,20.92833,0.5,24.72667,4.3,13.22667,0.3,16.35667,5.388333,8.408333,0.2
2020/1/23 21:00,5242,12.6203,1.265,78.62,0,3.628,87.6,1015,-1.091,-0.002,0.5,35,3.698333,20.92833,0.5,24.73333,4.3,13.23333,0.3,16.29,5.376667,8.378333,0.2
2020/1/23 21:30,5243,12.60799,0.77,58.75,0,2.97,89,1015,-1.96,-0.004,0.5,34.99833,3.7,20.93667,0.5,24.72667,4.3,13.23167,0.3,16.31833,5.363333,8.386666,0.2
2020/1/23 22:00,5244,12.5952,1.442,87.6,0,2.743,91.2,1015,-0.271,0,0.5,34.99833,3.7,20.92833,0.5,24.73667,4.3,13.23,0.3,16.24333,5.356667,8.351666,0.2
2020/1/23 22:30,5245,12.58365,0.093,194.5,0,2.993,90.6,1016,-1.057,-0.002,0.5,34.99666,3.7,20.95,0.5,24.735,4.305,13.23167,0.3,16.20667,5.355,8.328333,0.2
2020/1/23 23:00,5246,12.57412,0.429,83.4,0,2.453,91.4,1016,-0.66,-0.001,0.5,35,3.7,20.93833,0.5,24.77167,4.316667,13.25,0.3,16.18333,5.34,8.32,0.2
2020/1/23 23:30,5247,12.56354,0.87,44.99,0,2.082,92.1,1016,-1.164,-0.002,0.5,35,3.698333,20.93333,0.5,24.785,4.341667,13.255,0.3,16.16833,5.328333,8.311666,0.2
2020/1/24 0:00,5248,12.55407,0.855,65.59,0,1.97,92.5,1017,-0.754,-0.001,0.5,35,3.69,20.92167,0.5,24.78333,4.376667,13.26333,0.3,16.15167,5.333333,8.304999,0.2
2020/1/24 0:30,5249,12.54702,1.13,104.7,0,2.002,92.4,1017,-0.825,-0.001,0.5,34.99666,3.625,20.92667,0.5,24.795,4.398333,13.26,0.3,16.10167,5.34,8.285,0.2
2020/1/24 1:00,5250,12.54069,0.393,92.7,0,2.03,91.4,1017,-0.971,-0.002,0.5,34.99833,3.6,20.94166,0.5,24.765,4.4,13.24833,0.3,16.1,5.341667,8.281667,0.2
2020/1/24 1:30,5251,12.53356,0.538,91.2,0,1.497,91.8,1016,-1.308,-0.002,0.5,34.99666,3.6,20.92333,0.5,24.74833,4.4,13.24,0.3,16.05,5.336667,8.251666,0.2
